Source: http://www.hockey-reference.com/teams/TOR/2017.html

//////////////////////////////////////////// Toronto Maple Leafs Player Statistics: 2016-2017 Season ////////////////////////////////////////////

Name: Frederik Gauthier	Number: 33
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
14	2016-11-11	14	24-155	TOR		PHI	W	1	0	1	0	0	1	0	0	1	0	0	0	2	50.0	20	13:05	4	0	0	1	0.0
15	2016-11-12	15	24-156	TOR	@	PIT	L	1	0	1	1	0	1	0	0	0	0	0	0	3	33.3	25	18:09	1	0	0	1	0.0
16	2016-11-15	16	24-159	TOR		NSH	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	21	18:26	1	0	0	0	
17	2016-11-17	17	24-161	TOR		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	21	14:59	1	0	0	0	
18	2016-11-19	18	24-163	TOR	@	MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	21	15:04	2	0	0	0	
19	2016-11-22	19	24-166	TOR		CAR	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	20	15:56	2	2	0	0	
20	2016-11-23	20	24-167	TOR	@	NJD	L-SO	0	2	2	1	0	0	0	0	0	2	0	0	1	0.0	26	16:37	0	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	24-170	TOR		WSH	W	0	1	1	1	2	0	0	0	0	1	0	0	2	0.0	23	16:17	1	0	0	0	
22	2016-11-29	22	24-173	TOR	@	EDM	W	1	0	1	1	2	1	0	0	0	0	0	0	5	20.0	25	14:59	1	3	0	0	
23	2016-11-30	23	24-174	TOR	@	CGY	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	15:33	0	1	0	0	
24	2016-12-03	24	24-177	TOR	@	VAN	L-SO	0	1	1	0	0	0	0	0	0	1	0	0	1	0.0	24	15:38	0	0	0	0	
25	2016-12-07	25	24-181	TOR		MIN	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	21	16:09	1	1	1	0	100.0
26	2016-12-10	26	24-184	TOR	@	BOS	W	1	0	1	2	0	1	0	0	1	0	0	0	1	100.0	19	13:45	2	2	0	0	
27	2016-12-11	27	24-185	TOR		COL	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	24	18:40	2	2	0	0	
28	2016-12-13	28	24-187	TOR		SJS	L-SO	1	0	1	0	0	1	0	0	0	0	0	0	4	25.0	26	18:04	1	2	0	0	
29	2016-12-15	29	24-189	TOR		ARI	L-SO	0	0	0	0	2	0	0	0	0	0	0	0	5	0.0	27	16:48	0	1	0	0	
30	2016-12-17	30	24-191	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	22	19:51	3	0	0	0	
31	2016-12-19	31	24-193	TOR		ANA	L	0	1	1	1	2	0	0	0	0	1	0	0	4	0.0	24	17:21	1	1	0	0	
32	2016-12-22	32	24-196	TOR	@	COL	W	0	0	0	2	0	0	0	0	0	0	0	0	3	0.0	28	19:03	1	0	0	0	
33	2016-12-23	33	24-197	TOR	@	ARI	W	0	1	1	0	2	0	0	0	0	1	0	0	1	0.0	29	18:16	1	0	0	0	
34	2016-12-28	34	24-202	TOR	@	FLA	W	0	1	1	1	0	0	0	0	0	1	0	0	3	0.0	29	20:17	1	1	1	0	100.0
35	2016-12-29	35	24-203	TOR	@	TBL	W	0	1	1	0	2	0	0	0	0	1	0	0	3	0.0	25	16:18	1	0	0	0	
36	2017-01-01	36	24-206	TOR		DET	W	0	2	2	-1	0	0	0	0	0	2	0	0	0		29	18:33	2	0	0	0	
37	2017-01-03	37	24-208	TOR	@	WSH	L-OT	0	1	1	1	0	0	0	0	0	1	0	0	0		22	16:58	1	0	0	0	
38	2017-01-06	38	24-211	TOR	@	NJD	W	0	1	1	1	0	0	0	0	0	1	0	0	0		23	18:27	1	0	0	1	0.0
39	2017-01-07	39	24-212	TOR		MTL	L	0	0	0	-1	4	0	0	0	0	0	0	0	2	0.0	26	17:36	3	0	0	0	
40	2017-01-13	40	24-218	TOR	@	NYR	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	26	19:56	1	0	1	0	100.0
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-14	41	24-219	TOR	@	OTT	W	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	23	16:16	4	0	0	1	0.0
42	2017-01-17	42	24-222	TOR		BUF	W	0	1	1	0	0	0	0	0	0	1	0	0	3	0.0	24	18:07	0	0	0	0	
43	2017-01-19	43	24-224	TOR		NYR	L	1	0	1	-1	0	0	0	1	0	0	0	0	3	33.3	27	16:47	2	0	0	0	
44	2017-01-21	44	24-226	TOR		OTT	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	27	18:59	2	0	0	0	
45	2017-01-23	45	24-228	TOR		CGY	W	1	0	1	1	0	0	0	1	0	0	0	0	2	50.0	25	16:46	0	1	0	0	
46	2017-01-25	46	24-230	TOR	@	DET	W	0	0	0	1	0	0	0	0	0	0	0	0	3	0.0	23	19:02	1	1	0	0	
47	2017-01-26	47	24-231	TOR	@	PHI	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		19	14:34	0	0	0	0	
48	2017-01-31	48	24-236	TOR	@	DAL	L	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	24	18:22	1	0	0	0	
49	2017-02-02	49	24-238	TOR	@	STL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	21	14:01	1	0	0	0	
50	2017-02-04	50	24-240	TOR	@	BOS	W	0	1	1	0	0	0	0	0	0	1	0	0	0		25	17:40	3	0	0	0	
51	2017-02-06	51	24-242	TOR	@	NYI	L-OT	1	0	1	1	0	0	0	1	0	0	0	0	3	33.3	25	15:39	1	1	0	0	
52	2017-02-07	52	24-243	TOR		DAL	W	0	0	0	1	2	0	0	0	0	0	0	0	2	0.0	25	17:28	0	0	0	0	
53	2017-02-09	53	24-245	TOR		STL	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	15:14	4	0	0	0	
54	2017-02-11	54	24-247	TOR		BUF	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	22	19:41	4	0	0	0	
55	2017-02-14	55	24-250	TOR		NYI	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	28	17:58	1	1	0	0	
56	2017-02-15	56	24-251	TOR	@	CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	0		23	16:48	1	0	1	0	100.0
57	2017-02-18	57	24-254	TOR		OTT	L	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	24	16:11	0	0	0	1	0.0
58	2017-02-19	58	24-255	TOR	@	CAR	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	25	17:10	2	0	0	1	0.0
59	2017-02-21	59	24-257	TOR		WPG	W	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	28	17:10	2	0	0	0	
60	2017-02-23	60	24-259	TOR		NYR	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	26	18:32	2	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-02-25	61	24-261	TOR		MTL	L-OT	0	1	1	0	0	0	0	0	0	1	0	0	0		28	19:06	1	1	0	1	0.0
62	2017-02-28	62	24-264	TOR	@	SJS	L	0	0	0	0	0	0	0	0	0	0	0	0	0		24	15:10	1	1	0	0	
63	2017-03-02	63	24-266	TOR	@	LAK	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	32	20:57	3	0	0	0	
64	2017-03-03	64	24-267	TOR	@	ANA	L	1	0	1	1	0	1	0	0	0	0	0	0	3	33.3	25	15:43	0	0	0	0	
65	2017-03-07	65	24-271	TOR		DET	W	0	0	0	-2	0	0	0	0	0	0	0	0	3	0.0	23	15:39	1	1	0	0	
66	2017-03-09	66	24-273	TOR		PHI	W	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	28	17:11	1	3	0	0	
67	2017-03-11	67	24-275	TOR	@	CAR	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		24	17:07	0	1	0	0	
68	2017-03-14	68	24-278	TOR	@	FLA	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	21	13:47	0	0	0	1	0.0
69	2017-03-16	69	24-280	TOR	@	TBL	W	0	0	0	0	0	0	0	0	0	0	0	0	0		25	16:20	0				
70	2017-03-18	70	24-282	TOR		CHI	L-OT	0	1	1	0	0	0	0	0	0	1	0	0	0		20	16:02	4	0	0	0	
71	2017-03-20	71	24-284	TOR		BOS	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	14	9:33	0	2	0	0	
72	2017-03-22	72	24-286	TOR	@	CBJ	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	21	14:48	1	1	0	0	
73	2017-03-23	73	24-287	TOR		NJD	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	25	16:40	1	2	0	0	
74	2017-03-25	74	24-289	TOR	@	BUF	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	21	13:12	1	0	0	0	
75	2017-03-28	75	24-292	TOR		FLA	W	1	1	2	1	0	0	0	1	1	1	0	0	2	50.0	25	15:53	0	1	0	0	
76	2017-03-30	76	24-294	TOR	@	NSH	W	0	0	0	0	0	0	0	0	0	0	0	0	0		26	19:24	0	0	0	0	
77	2017-04-01	77	24-296	TOR	@	DET	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	27	17:19	2	0	0	0	
78	2017-04-03	78	24-298	TOR	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	20	15:10	2	0	0	0	
79	2017-04-04	79	24-299	TOR		WSH	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	20	12:17	1	0	0	0	
80	2017-04-06	80	24-301	TOR		TBL	L	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	21	14:34	0	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
81	2017-04-08	81	24-303	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	24	16:53	1	0	0	0	
82	2017-04-09	82	24-304	TOR		CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	20	16:20	2	0	0	0

Name: Connor Carrick	Number: 8
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	22-182	TOR	@	OTT	L-OT	0	0	0	1	0	0	0	0	0	0	0	0	4	0.0	29	18:54	2	2	0	0	
2	2016-10-15	2	22-185	TOR		BOS	W	0	0	0	1	0	0	0	0	0	0	0	0	0		23	18:51	2	0	0	0	
3	2016-10-19	3	22-189	TOR	@	WPG	L-OT	1	0	1	1	0	1	0	0	0	0	0	0	3	33.3	23	13:24	2	0	0	0	
4	2016-10-20	4	22-190	TOR	@	MIN	L	0	0	0	-2	0	0	0	0	0	0	0	0	4	0.0	31	21:53	0	1	0	0	
5	2016-10-22	5	22-192	TOR	@	CHI	L-SO	0	0	0	0	2	0	0	0	0	0	0	0	0		27	17:39	0	1	0	0	
6	2016-10-25	6	22-195	TOR		TBL	L	0	0	0	-2	0	0	0	0	0	0	0	0	3	0.0	25	19:44	1	2	0	0	
7	2016-10-27	7	22-197	TOR		FLA	W	0	0	0	3	0	0	0	0	0	0	0	0	4	0.0	26	21:59	1	1	0	0	
8	2016-10-29	8	22-199	TOR	@	MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	3	0.0	31	21:20	2	5	0	0	
9	2016-10-30	9	22-200	TOR	@	NYI	L	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	27	18:58	1	0	0	0	
10	2016-11-01	10	22-202	TOR		EDM	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	27	18:04	0	2	0	0	
11	2016-11-03	11	22-204	TOR	@	BUF	W	0	0	0	-1	2	0	0	0	0	0	0	0	0		21	15:37	0	1	0	0	
12	2016-11-05	12	22-206	TOR		VAN	W	0	0	0	3	10	0	0	0	0	0	0	0	3	0.0	24	16:43	2	0	0	0	
13	2016-11-08	13	22-209	TOR		LAK	L	0	0	0	-4	0	0	0	0	0	0	0	0	0		20	14:22	2	1	0	0	
14	2016-11-11	14	22-212	TOR		PHI	W	0	1	1	0	0	0	0	0	0	1	0	0	0		25	15:45	2	0	0	0	
15	2016-11-17	15	22-218	TOR		FLA	W	0	0	0	3	0	0	0	0	0	0	0	0	0		23	14:43	0	2	0	0	
16	2016-11-19	16	22-220	TOR	@	MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	22	14:58	0	1	0	0	
17	2016-11-22	17	22-223	TOR		CAR	L	0	1	1	0	2	0	0	0	0	1	0	0	0		25	19:10	2	4	0	0	
18	2016-11-23	18	22-224	TOR	@	NJD	L-SO	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	24	18:56	1	1	0	0	
19	2016-11-26	19	22-227	TOR		WSH	W	0	0	0	0	0	0	0	0	0	0	0	0	0		19	13:00	1	1	0	0	
20	2016-11-29	20	22-230	TOR	@	EDM	W	0	0	0	1	0	0	0	0	0	0	0	0	0		20	12:48	0	1	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-30	21	22-231	TOR	@	CGY	L	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	23	16:48	0	0	0	0	
22	2016-12-07	22	22-238	TOR		MIN	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	23	15:03	0	1	0	0	
23	2016-12-11	23	22-242	TOR		COL	L	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	18	16:30	2	1	0	0	
24	2016-12-13	24	22-244	TOR		SJS	L-SO	0	0	0	1	2	0	0	0	0	0	0	0	0		23	17:36	0	4	0	0	
25	2016-12-15	25	22-246	TOR		ARI	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	0		24	19:11	2	2	0	0	
26	2016-12-17	26	22-248	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	19	16:24	5	2	0	0	
27	2016-12-19	27	22-250	TOR		ANA	L	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	20	13:20	1	2	0	0	
28	2016-12-22	28	22-253	TOR	@	COL	W	0	0	0	2	0	0	0	0	0	0	0	0	1	0.0	24	17:36	1	2	0	0	
29	2016-12-23	29	22-254	TOR	@	ARI	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	23	16:18	0	1	0	0	
30	2016-12-28	30	22-259	TOR	@	FLA	W	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	24	16:35	1	0	0	0	
31	2016-12-29	31	22-260	TOR	@	TBL	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	19	13:25	0	3	0	0	
32	2017-01-01	32	22-263	TOR		DET	W	0	1	1	1	0	0	0	0	0	1	0	0	3	0.0	22	18:17	1	1	0	0	
33	2017-01-03	33	22-265	TOR	@	WSH	L-OT	0	1	1	1	0	0	0	0	0	1	0	0	2	0.0	19	11:31	0	0	0	0	
34	2017-01-06	34	22-268	TOR	@	NJD	W	0	0	0	0	0	0	0	0	0	0	0	0	0		20	12:50	1	0	0	0	
35	2017-01-07	35	22-269	TOR		MTL	L	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	23	17:38	0	1	0	0	
36	2017-01-13	36	22-275	TOR	@	NYR	W	1	0	1	1	0	0	1	0	0	0	0	0	1	100.0	24	14:09	1	0	0	0	
37	2017-01-14	37	22-276	TOR	@	OTT	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	16:15	2	2	0	0	
38	2017-01-17	38	22-279	TOR		BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	0		19	14:17	2	0	0	0	
39	2017-01-19	39	22-281	TOR		NYR	L	0	0	0	0	2	0	0	0	0	0	0	0	0		20	14:49	0	2	0	0	
40	2017-01-21	40	22-283	TOR		OTT	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	16	13:08	0	1	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-23	41	22-285	TOR		CGY	W	0	0	0	1	4	0	0	0	0	0	0	0	2	0.0	22	14:03	2	2	0	0	
42	2017-01-25	42	22-287	TOR	@	DET	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	25	18:52	2	3	0	0	
43	2017-01-26	43	22-288	TOR	@	PHI	L	0	0	0	1	2	0	0	0	0	0	0	0	2	0.0	21	15:28	0	2	0	0	
44	2017-01-31	44	22-293	TOR	@	DAL	L	0	0	0	-2	0	0	0	0	0	0	0	0	4	0.0	23	19:15	1	0	0	0	
45	2017-02-02	45	22-295	TOR	@	STL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	26	17:15	0	2	0	0	
46	2017-02-04	46	22-297	TOR	@	BOS	W	0	0	0	2	0	0	0	0	0	0	0	0	1	0.0	24	16:46	2	1	0	0	
47	2017-02-06	47	22-299	TOR	@	NYI	L-OT	0	1	1	0	0	0	0	0	0	1	0	0	2	0.0	27	19:33	1	3	0	0	
48	2017-02-07	48	22-300	TOR		DAL	W	0	0	0	2	2	0	0	0	0	0	0	0	1	0.0	19	13:13	3	1	0	0	
49	2017-02-09	49	22-302	TOR		STL	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	27	20:28	1	2	0	0	
50	2017-02-11	50	22-304	TOR		BUF	L	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	23	20:33	2	1	0	0	
51	2017-02-14	51	22-307	TOR		NYI	W	0	0	0	0	5	0	0	0	0	0	0	0	1	0.0	23	18:24	1	1	0	0	
52	2017-02-15	52	22-308	TOR	@	CBJ	L	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	25	16:41	0	1	0	0	
53	2017-02-18	53	22-311	TOR		OTT	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		24	18:01	0	0	0	0	
54	2017-02-19	54	22-312	TOR	@	CAR	W	0	0	0	3	2	0	0	0	0	0	0	0	0		25	17:37	0	0	0	0	
55	2017-02-21	55	22-314	TOR		WPG	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	4	3:38	1	0	0	0	
56	2017-03-20	56	22-341	TOR		BOS	W	0	0	0	0	0	0	0	0	0	0	0	0	0		11	15:05	1	2	0	0	
57	2017-03-22	57	22-343	TOR	@	CBJ	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	21	18:26	2	1	0	0	
58	2017-03-23	58	22-344	TOR		NJD	W	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	18	15:09	0	1	0	0	
59	2017-03-25	59	22-346	TOR	@	BUF	L	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	24	18:59	0	0	0	0	
60	2017-03-28	60	22-349	TOR		FLA	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	19	12:35	0	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-03-30	61	22-351	TOR	@	NSH	W	0	0	0	0	2	0	0	0	0	0	0	0	0		18	11:15	3	0	0	0	
62	2017-04-01	62	22-353	TOR	@	DET	W	0	1	1	-1	0	0	0	0	0	1	0	0	1	0.0	20	16:02	0	0	0	0	
63	2017-04-03	63	22-355	TOR	@	BUF	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	18	13:51	1	3	0	0	
64	2017-04-04	64	22-356	TOR		WSH	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	22	17:07	1	0	0	0	
65	2017-04-06	65	22-358	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	21	12:21	1	0	0	0	
66	2017-04-08	66	22-360	TOR		PIT	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		22	15:35	0	1	0	0	
67	2017-04-09	67	22-361	TOR		CBJ	L	0	0	0	1	0	0	0	0	0	0	0	0	0		24	19:51	1	1	0	0	
