Source: http://www.hockey-reference.com/teams/TOR/2017.html

//////////////////////////////////////////// Toronto Maple Leafs Player Statistics: 2016-2017 Season ////////////////////////////////////////////

Name: Frederik Gauthier	Number: 33
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
2	2016-10-15	2	19-028	TOR		BOS	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	19	16:51	0	1	3	5	37.5
3	2016-10-19	3	19-032	TOR	@	WPG	L-OT	0	1	1	-1	0	0	0	0	0	0	1	0	7	0.0	20	17:57	0	1	3	6	33.3
4	2016-10-20	4	19-033	TOR	@	MIN	L	1	0	1	-1	0	0	1	0	0	0	0	0	3	33.3	22	17:40	0	0	2	3	40.0
5	2016-10-22	5	19-035	TOR	@	CHI	L-SO	0	2	2	1	0	0	0	0	0	1	1	0	4	0.0	20	15:10	0	1	6	6	50.0
6	2016-10-25	6	19-038	TOR		TBL	L	1	1	2	-1	0	1	0	0	0	0	1	0	4	25.0	22	16:01	0	0	11	7	61.1
7	2016-10-27	7	19-040	TOR		FLA	W	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	19	15:47	0	2	11	4	73.3
8	2016-10-29	8	19-042	TOR	@	MTL	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	24	19:25	1	0	2	5	28.6
9	2016-10-30	9	19-043	TOR	@	NYI	L	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	24	18:11	0	0	2	6	25.0
10	2016-11-01	10	19-045	TOR		EDM	W	0	0	0	-1	0	0	0	0	0	0	0	0	6	0.0	22	19:28	0	1	2	5	28.6
11	2016-11-03	11	19-047	TOR	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	23	17:11	0	1	6	4	60.0
12	2016-11-05	12	19-049	TOR		VAN	W	0	1	1	1	0	0	0	0	0	1	0	0	5	0.0	21	16:58	1	0	0	0	
13	2016-11-08	13	19-052	TOR		LAK	L	0	0	0	-3	0	0	0	0	0	0	0	0	3	0.0	19	16:59	1	0	4	6	40.0
14	2016-11-11	14	19-055	TOR		PHI	W	0	1	1	0	0	0	0	0	0	1	0	0	3	0.0	22	15:40	0	1	3	1	75.0
15	2016-11-12	15	19-056	TOR	@	PIT	L	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	21	17:40	0	0	7	5	58.3
16	2016-11-15	16	19-059	TOR		NSH	W	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	21	17:42	0	0	5	8	38.5
17	2016-11-17	17	19-061	TOR		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	21	16:22	0	0	8	3	72.7
18	2016-11-19	18	19-063	TOR	@	MTL	L	0	1	1	0	0	0	0	0	0	0	1	0	2	0.0	22	18:38	0	0	10	8	55.6
19	2016-11-22	19	19-066	TOR		CAR	L	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	23	20:44	0	2	5	6	45.5
20	2016-11-23	20	19-067	TOR	@	NJD	L-SO	2	1	3	1	0	2	0	0	0	0	1	0	4	50.0	26	16:34	0	0	5	9	35.7
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	19-070	TOR		WSH	W	1	0	1	1	0	1	0	0	1	0	0	0	2	50.0	21	15:44	0	2	3	7	30.0
22	2016-11-29	22	19-073	TOR	@	EDM	W	1	0	1	1	2	1	0	0	0	0	0	0	2	50.0	23	16:42	0	2	3	7	30.0
23	2016-11-30	23	19-074	TOR	@	CGY	L	0	0	0	-2	0	0	0	0	0	0	0	0	5	0.0	22	17:57	0	1	3	8	27.3
24	2016-12-03	24	19-077	TOR	@	VAN	L-SO	1	0	1	0	0	1	0	0	0	0	0	0	5	20.0	22	15:45	0	0	5	11	31.3
25	2016-12-07	25	19-081	TOR		MIN	L	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	25	17:30	2	2	8	11	42.1
26	2016-12-10	26	19-084	TOR	@	BOS	W	1	0	1	2	0	1	0	0	0	0	0	0	1	100.0	22	17:43	1	4	6	6	50.0
27	2016-12-11	27	19-085	TOR		COL	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	25	19:43	0	1	2	8	20.0
28	2016-12-13	28	19-087	TOR		SJS	L-SO	1	1	2	0	0	0	1	0	0	1	0	0	4	25.0	24	18:41	0	1	9	4	69.2
29	2016-12-15	29	19-089	TOR		ARI	L-SO	1	0	1	0	4	0	1	0	0	0	0	0	4	25.0	26	19:52	0	1	7	5	58.3
30	2016-12-17	30	19-091	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	23	20:13	0	1	8	4	66.7
31	2016-12-19	31	19-093	TOR		ANA	L	1	0	1	1	0	1	0	0	0	0	0	0	8	12.5	24	21:22	0	2	5	8	38.5
32	2016-12-22	32	19-096	TOR	@	COL	W	1	0	1	1	0	1	0	0	1	0	0	0	3	33.3	25	17:22	0	0	5	17	22.7
33	2016-12-23	33	19-097	TOR	@	ARI	W	0	1	1	0	0	0	0	0	0	1	0	0	3	0.0	23	17:27	0	4	8	12	40.0
34	2016-12-28	34	19-102	TOR	@	FLA	W	1	1	2	1	0	1	0	0	0	0	1	0	7	14.3	29	20:20	0	0	6	10	37.5
35	2016-12-29	35	19-103	TOR	@	TBL	W	1	1	2	1	0	1	0	0	0	0	1	0	2	50.0	26	15:55	0	0	5	9	35.7
36	2017-01-01	36	19-106	TOR		DET	W	2	0	2	0	0	2	0	0	1	0	0	0	3	66.7	28	19:06	0	2	7	10	41.2
37	2017-01-03	37	19-108	TOR	@	WSH	L-OT	0	2	2	1	2	0	0	0	0	1	1	0	1	0.0	25	19:41	1	2	4	12	25.0
38	2017-01-06	38	19-111	TOR	@	NJD	W	1	0	1	1	0	1	0	0	1	0	0	0	2	50.0	19	16:55	0	0	5	11	31.3
39	2017-01-07	39	19-112	TOR		MTL	L	0	0	0	-1	2	0	0	0	0	0	0	0	4	0.0	24	19:37	0	0	11	4	73.3
40	2017-01-13	40	19-118	TOR	@	NYR	W	0	1	1	0	0	0	0	0	0	1	0	0	1	0.0	21	16:57	0	1	9	5	64.3
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-14	41	19-119	TOR	@	OTT	W	0	1	1	0	0	0	0	0	0	1	0	0	2	0.0	21	16:26	0	0	5	9	35.7
42	2017-01-17	42	19-122	TOR		BUF	W	1	0	1	0	0	1	0	0	0	0	0	0	5	20.0	23	17:32	0	1	13	5	72.2
43	2017-01-19	43	19-124	TOR		NYR	L	0	0	0	-3	0	0	0	0	0	0	0	0	4	0.0	25	16:26	0	1	7	13	35.0
44	2017-01-21	44	19-126	TOR		OTT	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	25	19:07	1	0	5	9	35.7
45	2017-01-23	45	19-128	TOR		CGY	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	19	14:39	0	1	8	5	61.5
46	2017-01-25	46	19-130	TOR	@	DET	W	1	0	1	1	0	1	0	0	1	0	0	0	4	25.0	22	15:23	0	0	12	5	70.6
47	2017-01-26	47	19-131	TOR	@	PHI	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	22	18:22	1	1	6	11	35.3
48	2017-01-31	48	19-136	TOR	@	DAL	L	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	24	19:53	0	2	6	8	42.9
49	2017-02-02	49	19-138	TOR	@	STL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	15:34	2	0	9	11	45.0
50	2017-02-04	50	19-140	TOR	@	BOS	W	0	3	3	1	0	0	0	0	0	2	1	0	3	0.0	24	16:11	1	0	7	11	38.9
51	2017-02-06	51	19-142	TOR	@	NYI	L-OT	1	0	1	0	0	1	0	0	0	0	0	0	5	20.0	27	19:34	0	2	6	10	37.5
52	2017-02-07	52	19-143	TOR		DAL	W	1	0	1	1	0	1	0	0	1	0	0	0	2	50.0	25	19:45	0	2	9	8	52.9
53	2017-02-09	53	19-145	TOR		STL	L-OT	0	0	0	-1	2	0	0	0	0	0	0	0	3	0.0	26	16:16	2	1	7	5	58.3
54	2017-02-11	54	19-147	TOR		BUF	L	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	25	20:16	0	0	12	10	54.5
55	2017-02-14	55	19-150	TOR		NYI	W	2	0	2	1	0	1	1	0	0	0	0	0	7	28.6	22	15:39	0	0	7	8	46.7
56	2017-02-15	56	19-151	TOR	@	CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	24	18:58	1	2	12	4	75.0
57	2017-02-18	57	19-154	TOR		OTT	L	0	2	2	0	0	0	0	0	0	1	1	0	4	0.0	27	18:54	0	0	11	11	50.0
58	2017-02-19	58	19-155	TOR	@	CAR	W	1	0	1	1	0	1	0	0	0	0	0	0	5	20.0	21	16:02	0	0	4	5	44.4
59	2017-02-21	59	19-157	TOR		WPG	W	0	3	3	0	2	0	0	0	0	1	2	0	1	0.0	27	18:38	0	1	9	13	40.9
60	2017-02-23	60	19-159	TOR		NYR	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	28	20:31	0	0	7	14	33.3
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-02-25	61	19-161	TOR		MTL	L-OT	2	0	2	2	0	2	0	0	0	0	0	0	7	28.6	25	17:43	0	0	5	7	41.7
62	2017-02-28	62	19-164	TOR	@	SJS	L	1	0	1	-2	0	0	1	0	0	0	0	0	3	33.3	21	17:07	0	1	9	7	56.3
63	2017-03-02	63	19-166	TOR	@	LAK	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	26	19:55	0	1	8	8	50.0
64	2017-03-03	64	19-167	TOR	@	ANA	L	0	0	0	1	0	0	0	0	0	0	0	0	4	0.0	25	17:45	0	0	9	8	52.9
65	2017-03-07	65	19-171	TOR		DET	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	24	18:27	0	0	7	9	43.8
66	2017-03-09	66	19-173	TOR		PHI	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	24	17:04	0	2	8	8	50.0
67	2017-03-11	67	19-175	TOR	@	CAR	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	23	19:38	0	1	8	5	61.5
68	2017-03-14	68	19-178	TOR	@	FLA	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	22	16:25	0	0	5	10	33.3
69	2017-03-16	69	19-180	TOR	@	TBL	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	21	15:51	1	0	3	7	30.0
70	2017-03-18	70	19-182	TOR		CHI	L-OT	1	0	1	-1	0	1	0	0	0	0	0	0	3	33.3	24	18:46	1	1	5	7	41.7
71	2017-03-20	71	19-184	TOR		BOS	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	14	10:40	0	1	6	8	42.9
72	2017-03-22	72	19-186	TOR	@	CBJ	W	1	0	1	1	0	0	1	0	0	0	0	0	3	33.3	18	15:06	0	1	7	6	53.8
73	2017-03-23	73	19-187	TOR		NJD	W	0	2	2	1	0	0	0	0	0	1	1	0	2	0.0	22	16:26	1	0	8	6	57.1
74	2017-03-25	74	19-189	TOR	@	BUF	L	1	0	1	0	0	1	0	0	0	0	0	0	6	16.7	20	17:40	0	0	9	7	56.3
75	2017-03-28	75	19-192	TOR		FLA	W	1	0	1	0	0	1	0	0	0	0	0	0	3	33.3	23	18:22	1	0	4	9	30.8
76	2017-03-30	76	19-194	TOR	@	NSH	W	1	0	1	0	0	0	1	0	1	0	0	0	3	33.3	24	17:44	0	0	12	4	75.0
77	2017-04-01	77	19-196	TOR	@	DET	W	2	1	3	-1	0	1	1	0	1	1	0	0	6	33.3	25	16:41	0	0	5	8	38.5
78	2017-04-03	78	19-198	TOR	@	BUF	W	1	0	1	0	0	1	0	0	0	0	0	0	6	16.7	22	17:18	0	0	8	1	88.9
79	2017-04-04	79	19-199	TOR		WSH	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	25	16:14	0	1	8	10	44.4
80	2017-04-06	80	19-201	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	26	17:43	1	0	7	6	53.8
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
81	2017-04-08	81	19-203	TOR		PIT	W	1	1	2	1	0	1	0	0	0	1	0	0	5	20.0	25	17:51	0	2	3	7	30.0
82	2017-04-09	82	19-204	TOR		CBJ	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	23	18:06	1	0	4	4	50.0

Name: Josh Leivo	Number: 32
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-12-19	1	23-207	TOR		ANA	L	0	0	0	1	0	0	0	0	0	0	0	0	0		18	12:37	0	0	0	0	
2	2017-01-07	2	23-226	TOR		MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	14	4:17	0	0	0	0	
3	2017-02-09	3	23-259	TOR		STL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		13	11:21	1	0	1	0	100.0
4	2017-02-11	4	23-261	TOR		BUF	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	15	10:44	0	0	0	0	
5	2017-02-14	5	23-264	TOR		NYI	W	1	2	3	2	0	1	0	0	0	1	1	0	5	20.0	17	9:48	1	0	0	0	
6	2017-02-15	6	23-265	TOR	@	CBJ	L	0	2	2	1	0	0	0	0	0	2	0	0	5	0.0	22	14:53	0	0	0	0	
7	2017-02-18	7	23-268	TOR		OTT	L	0	1	1	0	0	0	0	0	0	1	0	0	1	0.0	24	14:38	1	1	0	0	
8	2017-02-19	8	23-269	TOR	@	CAR	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	22	13:43	0	1	0	0	
9	2017-02-21	9	23-271	TOR		WPG	W	0	2	2	0	2	0	0	0	0	2	0	0	4	0.0	25	16:19	2	1	0	0	
10	2017-02-23	10	23-273	TOR		NYR	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	23	15:15	0	0	0	1	0.0
11	2017-02-25	11	23-275	TOR		MTL	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	20	14:49	0	0	0	0	
12	2017-02-28	12	23-278	TOR	@	SJS	L	0	1	1	-1	0	0	0	0	0	0	1	0	1	0.0	18	13:02	0	1	0	0	
13	2017-03-23	13	23-301	TOR		NJD	W	1	0	1	0	0	0	1	0	0	0	0	0	3	33.3	15	12:02	0	0	0	0	

Name: Morgan Rielly
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	22-217	TOR	@	OTT	L-OT	0	1	1	2	0	0	0	0	0	1	0	0	2	0.0	34	25:45	0	2	0	0	
2	2016-10-15	2	22-220	TOR		BOS	W	0	1	1	1	0	0	0	0	0	1	0	0	0		25	21:04	1	3	0	0	
3	2016-10-19	3	22-224	TOR	@	WPG	L-OT	0	1	1	0	2	0	0	0	0	1	0	0	0		39	24:41	1	2	0	0	
4	2016-10-20	4	22-225	TOR	@	MIN	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	35	21:00	0	4	0	0	
5	2016-10-22	5	22-227	TOR	@	CHI	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	37	24:17	0	2	0	0	
6	2016-10-25	6	22-230	TOR		TBL	L	0	1	1	0	0	0	0	0	0	1	0	0	4	0.0	28	20:30	0	1	0	0	
7	2016-10-27	7	22-232	TOR		FLA	W	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	25	21:42	0	1	0	0	
8	2016-10-29	8	22-234	TOR	@	MTL	L	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	34	21:33	0	3	0	0	
9	2016-10-30	9	22-235	TOR	@	NYI	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	29	22:16	1	1	0	0	
10	2016-11-01	10	22-237	TOR		EDM	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	36	23:20	0	2	0	0	
11	2016-11-03	11	22-239	TOR	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	33	25:15	0	2	0	0	
12	2016-11-05	12	22-241	TOR		VAN	W	0	1	1	0	5	0	0	0	0	1	0	0	0		30	18:46	1	1	0	0	
13	2016-11-08	13	22-244	TOR		LAK	L	0	0	0	-2	0	0	0	0	0	0	0	0	0		31	24:14	0	4	0	0	
14	2016-11-11	14	22-247	TOR		PHI	W	1	3	4	2	0	0	1	0	0	2	1	0	2	50.0	30	25:22	0	4	0	0	
15	2016-11-12	15	22-248	TOR	@	PIT	L	0	0	0	-3	0	0	0	0	0	0	0	0	5	0.0	35	21:50	0	1	0	0	
16	2016-11-15	16	22-251	TOR		NSH	W	0	0	0	2	0	0	0	0	0	0	0	0	1	0.0	31	22:56	0	1	0	0	
17	2016-11-17	17	22-253	TOR		FLA	W	0	1	1	3	0	0	0	0	0	1	0	0	2	0.0	24	23:11	2	1	0	0	
18	2016-11-19	18	22-255	TOR	@	MTL	L	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	34	24:03	2	2	0	0	
19	2016-11-22	19	22-258	TOR		CAR	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	27	22:10	1	1	0	0	
20	2016-11-23	20	22-259	TOR	@	NJD	L-SO	0	0	0	-3	0	0	0	0	0	0	0	0	3	0.0	35	24:49	0	2	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	22-262	TOR		WSH	W	0	1	1	0	0	0	0	0	0	1	0	0	4	0.0	33	22:54	0	1	0	0	
22	2016-11-29	22	22-265	TOR	@	EDM	W	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	35	24:15	1	2	0	0	
23	2016-11-30	23	22-266	TOR	@	CGY	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	30	21:02	0	0	0	0	
24	2016-12-03	24	22-269	TOR	@	VAN	L-SO	0	1	1	-1	2	0	0	0	0	0	1	0	4	0.0	34	23:25	1	0	0	0	
25	2016-12-07	25	22-273	TOR		MIN	L	0	1	1	0	0	0	0	0	0	1	0	0	2	0.0	30	23:06	1	2	0	0	
26	2016-12-10	26	22-276	TOR	@	BOS	W	0	1	1	1	0	0	0	0	0	1	0	0	3	0.0	35	21:32	0	4	0	0	
27	2016-12-11	27	22-277	TOR		COL	L	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	25	21:15	0	0	0	0	
28	2016-12-13	28	22-279	TOR		SJS	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	34	22:32	0	1	0	0	
29	2016-12-15	29	22-281	TOR		ARI	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	31	21:16	2	0	0	0	
30	2016-12-17	30	22-283	TOR		PIT	W	0	0	0	1	0	0	0	0	0	0	0	0	6	0.0	27	23:25	1	2	0	0	
31	2016-12-19	31	22-285	TOR		ANA	L	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	30	23:15	1	2	0	0	
32	2016-12-22	32	22-288	TOR	@	COL	W	0	0	0	1	2	0	0	0	0	0	0	0	1	0.0	29	19:13	0	1	0	0	
33	2016-12-23	33	22-289	TOR	@	ARI	W	0	1	1	3	0	0	0	0	0	1	0	0	0		34	24:35	1	2	0	0	
34	2016-12-28	34	22-294	TOR	@	FLA	W	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	39	25:01	0	3	0	0	
35	2016-12-29	35	22-295	TOR	@	TBL	W	0	0	0	2	0	0	0	0	0	0	0	0	2	0.0	38	21:52	1	1	0	0	
36	2017-01-01	36	22-298	TOR		DET	W	0	1	1	-1	0	0	0	0	0	1	0	0	4	0.0	35	23:34	0	3	0	0	
37	2017-01-03	37	22-300	TOR	@	WSH	L-OT	0	0	0	-3	0	0	0	0	0	0	0	0	1	0.0	34	20:38	0	2	0	0	
38	2017-01-06	38	22-303	TOR	@	NJD	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	31	23:09	1	1	0	0	
39	2017-01-07	39	22-304	TOR		MTL	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	35	21:11	0	0	0	0	
40	2017-01-13	40	22-310	TOR	@	NYR	W	0	0	0	-1	2	0	0	0	0	0	0	0	2	0.0	36	23:41	0	2	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-14	41	22-311	TOR	@	OTT	W	0	0	0	1	0	0	0	0	0	0	0	0	3	0.0	36	27:05	0	1	0	0	
42	2017-01-17	42	22-314	TOR		BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	0		5	2:57	0				
43	2017-02-02	43	22-330	TOR	@	STL	L	0	0	0	-2	0	0	0	0	0	0	0	0	3	0.0	27	18:31	1	0	0	0	
44	2017-02-04	44	22-332	TOR	@	BOS	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	33	22:18	0	3	0	0	
45	2017-02-06	45	22-334	TOR	@	NYI	L-OT	0	2	2	-1	2	0	0	0	0	2	0	0	1	0.0	37	21:57	0	0	0	0	
46	2017-02-07	46	22-335	TOR		DAL	W	0	1	1	0	0	0	0	0	0	0	1	0	2	0.0	33	22:15	0	2	0	0	
47	2017-02-09	47	22-337	TOR		STL	L-OT	1	0	1	0	0	1	0	0	0	0	0	0	2	50.0	28	20:50	1	0	0	0	
48	2017-02-11	48	22-339	TOR		BUF	L	0	0	0	-1	2	0	0	0	0	0	0	0	4	0.0	27	21:52	0	1	0	0	
49	2017-02-14	49	22-342	TOR		NYI	W	0	0	0	2	0	0	0	0	0	0	0	0	3	0.0	27	18:59	0	0	0	0	
50	2017-02-15	50	22-343	TOR	@	CBJ	L	0	0	0	-2	0	0	0	0	0	0	0	0	2	0.0	29	24:28	0	2	0	0	
51	2017-02-18	51	22-346	TOR		OTT	L	1	0	1	-2	0	1	0	0	0	0	0	0	5	20.0	35	21:29	2	2	0	0	
52	2017-02-19	52	22-347	TOR	@	CAR	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	33	22:53	0	1	0	0	
53	2017-02-21	53	22-349	TOR		WPG	W	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	32	23:23	1	2	0	0	
54	2017-02-23	54	22-351	TOR		NYR	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	33	25:37	0	3	0	0	
55	2017-02-25	55	22-353	TOR		MTL	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	27	19:59	0	1	0	0	
56	2017-02-28	56	22-356	TOR	@	SJS	L	0	0	0	-2	2	0	0	0	0	0	0	0	1	0.0	28	20:58	3	1	0	0	
57	2017-03-02	57	22-358	TOR	@	LAK	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	37	25:15	0	1	0	0	
58	2017-03-03	58	22-359	TOR	@	ANA	L	0	0	0	-3	0	0	0	0	0	0	0	0	1	0.0	29	21:37	1	3	0	0	
59	2017-03-07	59	22-363	TOR		DET	W	0	0	0	-2	0	0	0	0	0	0	0	0	2	0.0	27	22:17	0	3	0	0	
60	2017-03-09	60	23-000	TOR		PHI	W	0	1	1	1	0	0	0	0	0	0	1	0	0		31	22:18	0	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-03-11	61	23-002	TOR	@	CAR	W	1	0	1	0	0	1	0	0	1	0	0	0	2	50.0	33	21:51	1	2	0	0	
62	2017-03-14	62	23-005	TOR	@	FLA	L	0	0	0	-3	0	0	0	0	0	0	0	0	4	0.0	24	18:40	1	1	0	0	
63	2017-03-16	63	23-007	TOR	@	TBL	W	1	1	2	3	0	1	0	0	0	1	0	0	3	33.3	30	20:58	0	3	0	0	
64	2017-03-18	64	23-009	TOR		CHI	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	5	0.0	32	23:03	6	3	0	0	
65	2017-03-20	65	23-011	TOR		BOS	W	1	0	1	3	0	1	0	0	0	0	0	0	3	33.3	19	27:32	0	1	0	0	
66	2017-03-22	66	23-013	TOR	@	CBJ	W	0	0	0	-2	0	0	0	0	0	0	0	0	2	0.0	28	21:10	0	4	0	0	
67	2017-03-23	67	23-014	TOR		NJD	W	0	0	0	2	2	0	0	0	0	0	0	0	1	0.0	27	21:20	2	2	0	0	
68	2017-03-25	68	23-016	TOR	@	BUF	L	0	0	0	1	0	0	0	0	0	0	0	0	3	0.0	29	21:22	0	3	0	0	
69	2017-03-28	69	23-019	TOR		FLA	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	28	21:28	1	1	0	0	
70	2017-03-30	70	23-021	TOR	@	NSH	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	32	22:05	1	0	0	0	
71	2017-04-01	71	23-023	TOR	@	DET	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	29	20:43	0	0	0	0	
72	2017-04-03	72	23-025	TOR	@	BUF	W	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	25	19:57	2	0	0	0	
73	2017-04-04	73	23-026	TOR		WSH	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	28	20:28	1	4	0	0	
74	2017-04-06	74	23-028	TOR		TBL	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	31	21:55	3	0	0	0	
75	2017-04-08	75	23-030	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	29	20:55	0	0	0	0	
76	2017-04-09	76	23-031	TOR		CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	30	24:49	0	1	0	0	

Name: Brian Boyle	Number: 24
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-13	1	31-300	TBL		DET	W	1	0	1	1	0	1	0	0	0	0	0	0	1	100.0	16	11:17	3	0	4	3	57.1
2	2016-10-15	2	31-302	TBL		NJD	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	14	11:55	1	1	3	5	37.5
3	2016-10-18	3	31-305	TBL		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	17	10:35	0	0	7	5	58.3
4	2016-10-20	4	31-307	TBL		COL	L	0	0	0	0	5	0	0	0	0	0	0	0	3	0.0	12	9:17	2	0	5	2	71.4
5	2016-10-22	5	31-309	TBL	@	OTT	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	16	9:57	0	0	8	4	66.7
